PSCID,PSC_Description
H368,INSPECT SVCS/CHEMICAL PRODUCTS
H369,INSPECTION- TRAINING AIDS AND DEVICES
H370,INSPECT SVCS/ADP EQ & SUPPLIES
H371,INSPECT SVCS/FURNITURE
H372,INSPECT SVCS/HOUSEHOLD FURNISHINGS
H373,INSPECT SVCS/FOOD PREP-SERVING EQ
H374,"INSPECTION- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
H375,INSPECTION- OFFICE SUPPLIES AND DEVICES
H376,"INSPECTION- BOOKS, MAPS, AND OTHER PUBLICATIONS"
H377,INSPECTION- MUSICAL INST/PHONOGRAPH/HOME RADIO
H378,INSPECTION- RECREATIONAL AND ATHLETIC EQUIPMENT
H379,INSPECTION- CLEANING EQUIPMENT AND SUPPLIES
H380,"INSPECTION- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H381,INSPECT SVCS/CONTAINERS-PACKAGING
H383,"INSPECTION- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
H384,INSPECT SVCS/CLOTHING - INDIVID EQ
H385,INSPECTION- TOILETRIES
H387,INSPECTION- AGRICULTURAL SUPPLIES
H388,INSPECT SVCS/LIVE ANIMALS
H389,INSPECT SVCS/SUBSISTENCE
H391,"INSPECTION- FUELS, LUBRICANTS, OILS, AND WAXES"
H393,INSPECTION- NONMETALLIC FABRICATED MATERIALS
H394,INSPECTION- NONMETALLIC CRUDE MATERIALS
H395,"INSPECTION- METAL BARS, SHEETS, AND SHAPES"
H396,INSPECT SVCS/ORES & MINERALS
H399,INSPECTION- MISCELLANEOUS
H910,OTHER QC/TEST/INSPECT- WEAPONS
H911,OTHER QC SVCS/NUCLEAR ORDNANCE
H912,OTHER QC/TEST/INSPECT- FIRE CONTROL EQUIPMENT
H913,OTHER QC/TEST/INSPECT- AMMUNITION AND EXPLOSIVES
H914,OTHER QC SVCS/GUIDED MISSILES
H915,OTHER QC/TEST/INSPECT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H916,OTHER QC SVCS/AIRCRAFT COMPONENTS
H917,OTHER QC SVCS/AIRCRAFT GROUND EQ
H918,OTHER QC/TEST/INSPECT- SPACE VEHICLES
H919,OTHER QC SVCS/SHIPS-SML CRAFT-DOCKS
H920,OTHER QC/TEST/INSPECT- SHIP AND MARINE EQUIPMENT
H922,OTHER QC/TEST/INSPECT- RAILWAY EQUIPMENT
H923,"OTHER QC/TEST/INSPECT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H924,OTHER QC/TEST/INSPECT- TRACTORS
H925,OTHER QC/TEST/INSPECT- VEHICULAR EQUIPMENT COMPONENTS
H926,OTHER QC SVCS/TIRES & TUBES
H928,OTHER QC SVCS/ENGINES & TURBINES
H929,OTHER QC SVCS/ENGINE ACCESSORIES
H930,OTHER QC SVCS/MECH POWER TRANS EQ
H931,OTHER QC SVCS/BEARINGS
H932,OTHER QC SVCS/WOODWORKING MACHINE
H934,OTHER QC SVCS/METALWORK MACHINE
H935,OTHER QC SVCS/SERVICE & TRADE EQ
H936,OTHER QC SVCS/SP INDUSTRY MACHINERY
H937,OTHER QC SVCS/AGRICULTURE MACHINE
H938,"OTHER QC/TEST/INSPECT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H939,OTHER QC/TEST/INSPECT- MATERIALS HANDLING EQUIPMENT
H940,OTHER QC SVCS/ROPE-CABLE-CHAIN
H941,OTHER QC SVCS/REFRIGERATION - AC EQ
H942,OTHER QC SVCS/FIRE-RESCUE-SAFETY EQ
H943,OTHER QC SVCS/PUMPS & COMPRESSORS
H944,OTHER QC SVCS/FURNACE-NUCLEAR REAC
H945,OTHER QC SVCS/PLUMBING-HEATING EQ
H946,OTHER QC SVCS/WATER PURIFICATION EQ
H947,OTHER QC SVCS/PIPE-TUBING-HOSE
H948,OTHER QC SVCS/VALVES
H949,OTHER QC/TEST/INSPECT- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H951,OTHER QC/TEST/INSPECT- HAND TOOLS
H952,OTHER QC SVCS/MEASURING TOOLS
H953,OTHER QC SVCS/HARDWARE & ABRASIVES
H954,OTHER QC SVCS/PREFAB STRUCTURES
H955,"OTHER QC/TEST/INSPECT- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H956,OTHER QC/TEST/INSPECT- CONSTRUCTION AND BUILDING MATERIALS
H958,OTHER QC SVCS/COMMUNICATION EQ
H959,OTHER QC/TEST/INSPECT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H960,OTHER QC SVCS/FIBER OPTICS
H961,OTHER QC/TEST/INSPECT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H962,OTHER QC SVCS/LIGHTING FIXTURES
H963,OTHER QC SVCS/ALARM & SIGNAL SYSTEM
H965,OTHER QC SVCS/MEDICAL-DENTAL-VET EQ
H966,OTHER QC/TEST/INSPECT- INSTRUMENTS AND LABORATORY EQUIPMENT
H967,OTHER QC SVCS/PHOTOGRAPHIC EQ
H968,OTHER QC SVCS/CHEMICAL PRODUCTS
H969,OTHER QC SVCS/TRAINING AIDS-DEVICES
H970,OTHER QC SVCS/ADP EQ & SUPPLIES
H971,OTHER QC SVCS/FURNITURE
H972,OTHER QC SVCS/HOUSEHOLD FURNISHINGS
H973,OTHER QC SVCS/FOOD PREP-SERVING EQ
H974,OTHER QC SVCS/OFFICE MACHINES
H975,OTHER QC SVCS/OFFICE SUPPLIES
H976,OTHER QC SVCS/BOOKS-MAPS-PUBS
H977,OTHER QC SVCS/MUSICAL INST-RADIO-TV
H978,OTHER QC SVCS/RECREATIONAL EQ
H979,OTHER QC/TEST/INSPECT- CLEANING EQUIPMENT AND SUPPLIES
H980,"OTHER QC/TEST/INSPECT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H981,OTHER QC SVCS/CONTAINERS-PACKAGING
H983,OTHER QC SVCS/TEXTILES-LEATHER-FURS
H984,OTHER QC SVCS/CLOTHING - INDIVID EQ
H985,OTHER QC/TEST/INSPECT- TOILETRIES
H987,OTHER QC/TEST/INSPECT- AGRICULTURAL SUPPLIES
H988,OTHER QC SVCS/LIVE ANIMALS
H989,OTHER QC/TEST/INSPECT- SUBSISTENCE
H991,OTHER QC SVCS/FUELS-LUBRICANTS-OILS
H993,OTHER QC SVCS/NONMETALIC FAB MAT
H994,OTHER QC/TEST/INSPECT- NONMETALLIC CRUDE MATERIALS
H995,OTHER QC SVCS/METAL BARS & SHEETS
H996,"OTHER QC/TEST/INSPECT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
H999,OTHER QC/TEST/INSPECT- MISCELLANEOUS
J010,MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS
J011,MAINT/REPAIR/REBUILD OF EQUIPMENT- NUCLEAR ORDNANCE
J012,MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT
J013,MAINT/REPAIR/REBUILD OF EQUIPMENT- AMMUNITION AND EXPLOSIVES
J014,MAINT/REPAIR/REBUILD OF EQUIPMENT- GUIDED MISSILES
J015,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES
J017,"MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
J018,MAINT/REPAIR/REBUILD OF EQUIPMENT- SPACE VEHICLES
J019,MAINT-REP OF SHIPS-SML CRAFT-DOCKS
J020,MAINT-REP OF SHIP & MARINE EQ
J022,MAINT/REPAIR/REBUILD OF EQUIPMENT- RAILWAY EQUIPMENT
J023,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
J024,MAINT/REPAIR/REBUILD OF EQUIPMENT- TRACTORS
J025,MAINT-REP OF VEHICULAR EQ
J026,MAINT/REPAIR/REBUILD OF EQUIPMENT- TIRES AND TUBES
J028,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS"
J029,MAINT-REP OF ENGINE ACCESSORIES
J030,MAINT-REP OF MECH POWER TRANS EQ
J031,MAINT/REPAIR/REBUILD OF EQUIPMENT- BEARINGS
J032,MAINT/REPAIR/REBUILD OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT
J034,MAINT-REP OF METALWORK MACHINE
J035,MAINT-REP OF SERVICE & TRADE EQ
J036,MAINT-REP OF SP INDUSTRY MACHINERY
J037,MAINT-REP OF AGRICULTURE MACHINE
J038,MAINT/REPAIR/REBUILD OF EQUIPMENT- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINTENANCE EQUIPMENT
J039,MAINT-REP OF MATERIALS HANDLING EQ
J040,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS"
J041,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
J042,MAINT/REPAIR/REBUILD OF EQUIP- FIRE FIGHTING/RESCUE/SAFETY EQUIP; ENVIRON PROTECT EQUIP/MATLS
J043,MAINT/REPAIR/REBUILD OF EQUIPMENT- PUMPS AND COMPRESSORS
J044,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
J046,MAINT/REPAIR/REBUILD OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
J047,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS"
J048,MAINT/REPAIR/REBUILD OF EQUIPMENT- VALVES
J049,MAINT-REP OF MAINT REPAIR SHOP EQ
J051,MAINT-REP OF HAND TOOLS
J052,MAINT/REPAIR/REBUILD OF EQUIPMENT- MEASURING TOOLS
J053,MAINT/REPAIR/REBUILD OF EQUIPMENT- HARDWARE AND ABRASIVES
J054,MAINT/REPAIR/REBUILD OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING
J055,MAINT-REP OF LUMBER & MILLWORK
J056,MAINT-REP OF CONTRUCT MATERIAL
J058,"MAINT/REPAIR/REBUILD OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
J059,MAINT-REP OF ELECT-ELCT EQ
J060,MAINT-REP OF FIBER OPTICS MATER
J061,MAINT-REP OF POWER DISTRIBUTION EQ
J062,MAINT/REPAIR/REBUILD OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS
J063,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
J066,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT
J067,MAINT/REPAIR/REBUILD OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT
J068,MAINT-REP OF CHEMICAL PRODUCTS
J069,MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES
J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
J071,MAINT-REP OF FURNITURE
J072,MAINT-REP OF HOUSEHOLD FURNISHINGS
J073,MAINT/REPAIR/REBUILD OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT
J074,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT
J075,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES
J076,MAINT-REP OF BOOKS-MAPS-PUBS
J077,MAINT/REPAIR/REBUILD OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO
J078,MAINT-REP OF RECREATIONAL EQ
J079,MAINT/REPAIR/REBUILD OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES
J080,MAINT-REP OF BRUSHES-PAINTS-SEALER
J081,MAINT-REP OF CONTAINERS-PACKAGING
J083,MAINT-REP OF TEXTILES-LEATHER-FURS
J084,MAINT-REP OF CLOTHING - INDIVID EQ
J085,MAINT/REPAIR/REBUILD OF EQUIPMENT- TOILETRIES
J087,MAINT/REPAIR/REBUILD OF EQUIPMENT- AGRICULTURAL SUPPLIES
J088,MAINT/REPAIR/REBUILD OF EQUIPMENT- LIVE ANIMALS
J089,MAINT-REP OF SUBSISTENCE
J091,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES"
J093,MAINT/REPAIR/REBUILD OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS
J094,MAINT-REP OF NONMETALIC CRUDE MAT
J095,"MAINT/REPAIR/REBUILD OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES"
J096,MAINT-REP OF ORES & MINERALS
J099,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS
J998,NON-NUCLEAR SHIP REPAIR (EAST)
J999,NON-NUCLEAR SHIP REPAIR (WEST)
K010,MODIFICATION OF EQUIPMENT- WEAPONS
K011,MODIFICATION OF EQUIPMENT- NUCLEAR ORDNANCE
K012,MODIFICATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT
K013,MODIFICATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES
K014,MODIFICATION OF EQUIPMENT- GUIDED MISSILES
K015,MODIFICATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
K016,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES
K017,"MODIFICATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
K018,MODIFICATION OF EQUIPMENT- SPACE VEHICLES
K019,MOD OF SHIPS-SML CRAFT-DOCKS
K020,MOD OF SHIP & MARINE EQ
K022,MODIFICATION OF EQUIPMENT- RAILWAY EQUIPMENT
K023,"MODIFICATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
K024,MODIFICATION OF EQUIPMENT- TRACTORS
K025,MOD OF VEHICULAR EQ
K026,MODIFICATION OF EQUIPMENT- TIRES AND TUBES
K028,"MODIFICATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS"
K029,MOD OF ENGINE ACCESSORIES
K030,MOD OF MECH POWER TRANS EQ
K031,MODIFICATION OF EQUIPMENT- BEARINGS
K032,MODIFICATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT
K034,MOD OF METALWORK MACHINE
K035,MOD OF SERVICE & TRADE EQ
K036,MOD OF SP INDUSTRY MACHINERY
K037,MOD OF AGRICULTURE MACHINE
K038,"MODIFICATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
K039,MOD OF MATERIALS HANDLING EQ
K040,MOD OF ROPE-CABLE-CHAIN
K041,"MODIFICATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
K042,MODIFICATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
K043,MOD OF PUMPS & COMPRESSORS
K044,"MODIFICATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
K045,"MODIFICATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
K046,MOD OF WATER PURIFICATION EQ
K047,"MODIFICATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS"
K048,MODIFICATION OF EQUIPMENT- VALVES
K049,MOD OF MAINT REPAIR SHOP EQ
K051,MODIFICATION OF EQUIPMENT- HAND TOOLS
K052,MODIFICATION OF EQUIPMENT- MEASURING TOOLS
K053,MODIFICATION OF EQUIPMENT- HARDWARE AND ABRASIVES
K054,MOD OF PREFAB STRUCTURES
K055,MOD OF LUMBER & MILLWORK
K056,MODIFICATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS
K058,"MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
K059,MOD OF ELECT-ELCT EQ
K060,"MODIFICATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
K061,MODIFICATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
K062,MODIFICATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS
K063,MOD OF ALARM & SIGNAL SYSTEM
K065,MOD OF MEDICAL-DENTAL-VET EQ
K066,MODIFICATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT
K067,MODIFICATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT
K068,MODIFICATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS
K069,MODIFICATION OF EQUIPMENT- TRAINING AIDS AND DEVICES
K070,MODIFICATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
K071,MOD OF FURNITURE
K072,MODIFICATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
K073,MODIFICATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT
K074,"MODIFICATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
K075,MODIFICATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES
K076,MOD OF BOOKS-MAPS-PUBS
K077,MOD OF MUSICAL INST-RADIO-TV
K078,MODIFICATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT
K079,MODIFICATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES
K080,"MODIFICATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
K081,"MODIFICATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
K083,MOD OF TEXTILES-LEATHER-FURS
K084,"MODIFICATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
K085,MOD OF TOILETRIES
K087,MOD OF AGRICULTURAL SUPPLIES
K088,MOD OF LIVE ANIMALS
K089,MODIFICATION OF EQUIPMENT- SUBSISTENCE
K091,"MODIFICATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES"
K093,MODIFICATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS
K094,MODIFICATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS
K095,"MODIFICATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES"
K096,MOD OF ORES & MINERALS
K099,MOD OF MISC EQ
L010,TECH REP SVCS/WEAPONS
L011,TECHNICAL REPRESENTATIVE- NUCLEAR ORDNANCE
L012,TECHNICAL REPRESENTATIVE- FIRE CONTROL EQUIPMENT
L013,TECHNICAL REPRESENTATIVE- AMMUNITION AND EXPLOSIVES
L014,TECHNICAL REPRESENTATIVE- GUIDED MISSILES
L015,TECHNICAL REPRESENTATIVE- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
L016,TECH REP SVCS/AIRCRAFT COMPONENTS
L017,"TECHNICAL REPRESENTATIVE- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
L018,TECHNICAL REPRESENTATIVE- SPACE VEHICLES
L019,TECH REP SVCS/SHIPS-SML CRAFT-DOCKS
L020,TECHNICAL REPRESENTATIVE- SHIP AND MARINE EQUIPMENT
L022,TECHNICAL REPRESENTATIVE- RAILWAY EQUIPMENT
L023,TECH REP SVCS/VEHICLES-TRAILERS-CYC
L024,TECHNICAL REPRESENTATIVE- TRACTORS
L025,TECH REP SVCS/VEHICULAR EQ
L026,TECHNICAL REPRESENTATIVE- TIRES AND TUBES
L028,"TECHNICAL REPRESENTATIVE- ENGINES, TURBINES, AND COMPONENTS"
L029,TECH REP SVCS/ENGINE ACCESSORIES
L030,TECHNICAL REPRESENTATIVE- MECHANICAL POWER TRANSMISSION EQUIPMENT
L031,TECH REP SVCS/BEARINGS
L032,TECHNICAL REPRESENTATIVE- WOODWORKING MACHINERY AND EQUIPMENT
L034,TECHNICAL REPRESENTATIVE- METALWORKING MACHINERY
L035,TECHNICAL REPRESENTATIVE- SERVICE AND TRADE EQUIPMENT
L036,TECH REP SVCS/SP INDUSTRY MACHINERY
L037,TECHNICAL REPRESENTATIVE- AGRICULTURAL MACHINERY AND EQUIPMENT
L038,TECHNICAL REPRESENTATIVE- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINT EQUIP
L039,TECH REP SVCS/MATERIALS HANDLING EQ
L040,"TECHNICAL REPRESENTATIVE- ROPE, CABLE, CHAIN, AND FITTINGS"
L041,"TECHNICAL REPRESENTATIVE- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
L042,TECHNICAL REP- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
L043,TECHNICAL REPRESENTATIVE- PUMPS AND COMPRESSORS
L044,"TECHNICAL REPRESENTATIVE- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
L045,"TECHNICAL REPRESENTATIVE- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
L046,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
L047,"TECHNICAL REPRESENTATIVE- PIPE, TUBING, HOSE, AND FITTINGS"
L048,TECHNICAL REPRESENTATIVE- VALVES
L049,TECH REP SVCS/MAINT REPAIR SHOP EQ
L051,TECH REP SVCS/HAND TOOLS
L052,TECHNICAL REPRESENTATIVE- MEASURING TOOLS
L053,TECHNICAL REPRESENTATIVE- HARDWARE AND ABRASIVES
L054,TECHNICAL REPRESENTATIVE- PREFABRICATED STRUCTURES  AND SCAFFOLDING
L055,TECH REP SVCS/LUMBER & MILLWORK
L056,TECH REP SVCS/CONTRUCT MATERIAL
L058,"TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
L059,TECH REP SVCS/ELECT-ELCT EQ
L060,TECH REP SVCS/FIBER OPTICS MAT
L061,TECHNICAL REPRESENTATIVE- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
L062,TECHNICAL REPRESENTATIVE- LIGHTING FIXTURES AND LAMPS
L063,TECH REP SVCS/ALARM & SIGNAL SYSTEM
L065,"TECHNICAL REPRESENTATIVE- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
L066,TECHNICAL REPRESENTATIVE- INSTRUMENTS AND LABORATORY EQUIPMENT
L067,TECHNICAL REPRESENTATIVE- PHOTOGRAPHIC EQUIPMENT
L068,TECHNICAL REPRESENTATIVE- CHEMICALS AND CHEMICAL PRODUCTS
L069,TECHNICAL REPRESENTATIVE- TRAINING AIDS AND DEVICES
L070,TECH REP SVCS/ADP EQ & SUPPLIES
L071,TECHNICAL REPRESENTATIVE- FURNITURE
L072,TECHNICAL REPRESENTATIVE- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
L073,TECHNICAL REPRESENTATIVE- FOOD PREPARATION AND SERVING EQUIPMENT
L074,TECH REP SVCS/OFFICE MACHINES
L075,TECH REP SVCS/OFFICE SUPPLIES
L076,TECH REP SVCS/BOOKS-MAPS-PUBS
L077,TECH REP SVCS/MUSICAL INST-RADIO-TV
L078,TECH REP SVCS/RECREATIONAL EQ
L079,TECHNICAL REPRESENTATIVE- CLEANING EQUIPMENT AND SUPPLIES
L080,"TECHNICAL REPRESENTATIVE- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
L081,"TECHNICAL REPRESENTATIVE- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
L083,TECH REP SVCS/TEXTILES-LEATHER-FURS
L084,TECH REP SVCS/CLOTHING - INDIVID EQ
L085,TECHNICAL REPRESENTATIVE- TOILETRIES
L087,TECHNICAL REPRESENTATIVE- AGRICULTURAL SUPPLIES
L088,TECHNICAL REPRESENTATIVE- LIVE ANIMALS
L089,TECH REP SVCS/SUBSISTENCE
L091,TECH REP SVCS/FUELS-LUBRICANTS-OILS
L093,TECH REP SVCS/NONMETALIC FAB MAT
L094,TECHNICAL REPRESENTATIVE- NONMETALLIC CRUDE MATERIALS
L095,"TECHNICAL REPRESENTATIVE- METAL BARS, SHEETS, AND SHAPES"
L096,"TECHNICAL REPRESENTATIVE- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
L099,TECHNICAL REPRESENTATIVE- MISCELLANEOUS
M111,OPERATION OF OFFICE BUILDINGS
M112,OPER OF GOVT CONF SPACE & FAC
M119,OPER OF GOVT OTHER ADMIN-SVC BLDGS
M121,OPER OF GOVT AIR TRAFFIC TOWERS
M122,OPER OF GOVT AIR TRAFFIC TNG FAC
M123,OPER OF GOVT RADAR & NAV FACILITY
M124,OPERATION OF AIRPORT RUNWAYS
M125,OPERATION OF AIRPORT TERMINALS
M126,OPER OF GOVT MISSILE SYSTEMS FAC
M127,OPER OF GOVT ELCT & COMM SYS FAC
M129,OPER OF GOVT OTHER AIRFIELD STRUCT
M131,OPERATION OF SCHOOLS
M139,OPER OF GOVT OTHER EDUCATIONAL BLDG
M141,OPER OF GOVT HOSPITALS & INFIRMARY
M142,OPER OF GOVT LABS & CLINICS
M149,OPER OF GOVT OTHER HOSPITAL BLDGS
M151,OPERATION OF AMMUNITION FACILITIES
M152,OPERATION OF MAINTENANCE BUILDINGS
M153,OPERATION OF PRODUCTION BUILDINGS
M154,OPER OF GOVT SHIP CONST-REP FAC
M155,OPER OF GOVT TANK AUTOMOTIVE FAC
M159,OPER OF GOVT OTHER INDUSTRIAL BLDG
M161,OPER OF GOVT FAMILY HOUSING
M162,OPERATION OF RECREATIONAL BUILDINGS
M163,OPER OF GOVT TROOP HOUSING
M164,OPERATION OF DINING FACILITIES
M165,OPERATION OF RELIGIOUS FACILITIES
M166,OPERATION OF PENAL FACILITIES
M169,OPER OF GOVT OTHER RESIDENTIAL BLDG
M171,OPER OF GOVT AMMO STORAGE BLDGS
M172,OPER OF GOVT FOOD STORAGE BLDGS
M173,OPERATION OF FUEL STORAGE BUILDINGS
M174,OPER OF GOVT OPEN STORAGE FAC
M179,OPER OF GOVT OTHER WAREHOUSE BLDGS
M181,OPER OF GOVT R&D GOCO FACILITIES
M182,OPER OF GOVT R&D GOGO FACILITIES
M183,OPER OF GOVT R&D GOCO ENVIR LABS
M184,OPER OF GOVT R&D GOGO ENVIR LABS
M191,OPER OF GOVT EXHIBITION BUILDINGS
M192,OPER OF GOVT TEST BUILDINGS
M199,OPER OF GOVT MISC BLDGS
M1AA,OPERATION OF OFFICE BUILDINGS
M1AB,OPERATION OF CONFERENCE SPACE AND FACILITIES
